loan_id,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,state,loan_purpose,occupancy_type,property_type,original_balance,interest_rate,term_months,origination_month,vintage
L000947,790,740+,64.9,61-80,32.7,21-35,TX,refinance,investor,sfr,355689,3.75,360,2023-04-01,2023
L000948,793,740+,84.9,81-100,43.0,36-43,WA,refinance,owner,townhouse,147408,7.5,240,2023-04-01,2023
L000949,658,620-679,69.7,61-80,26.8,21-35,GA,purchase,owner,sfr,347250,8.0,360,2023-03-01,2023
L000950,764,740+,83.8,81-100,38.1,36-43,CA,purchase,owner,sfr,298171,3.75,360,2023-05-01,2023
L000951,778,740+,53.4,<=60,27.1,21-35,TX,purchase,owner,sfr,231093,5.5,240,2023-02-01,2023
L000952,616,<620,76.9,61-80,25.3,21-35,GA,refinance,investor,sfr,614135,6.25,240,2023-07-01,2023
L000953,778,740+,82.1,81-100,44.9,44-50,TX,purchase,investor,sfr,93231,6.25,180,2023-07-01,2023
L000954,802,740+,82.4,81-100,39.3,36-43,WA,cash_out,owner,sfr,176726,5.25,360,2023-06-01,2023
L000955,792,740+,67.2,61-80,40.8,36-43,IL,purchase,owner,sfr,474102,5.5,240,2023-01-01,2023
L000956,789,740+,58.1,<=60,53.9,44-50,IL,purchase,owner,condo,105984,4.0,240,2023-09-01,2023
L000957,642,620-679,96.3,81-100,32.9,21-35,IL,purchase,owner,sfr,224486,4.75,240,2023-10-01,2023
L000958,699,680-739,68.5,61-80,32.8,21-35,NY,purchase,investor,sfr,217149,3.75,360,2023-05-01,2023
L000959,781,740+,53.6,<=60,34.2,21-35,WA,purchase,owner,townhouse,438819,6.25,240,2023-10-01,2023
L000960,601,<620,68.3,61-80,45.9,44-50,WA,purchase,owner,condo,132642,7.25,180,2023-05-01,2023
L000961,635,620-679,76.4,61-80,41.5,36-43,CA,purchase,owner,sfr,118979,7.0,360,2023-12-01,2023
L000962,629,620-679,60.8,61-80,25.0,21-35,FL,refinance,owner,sfr,94772,6.25,360,2023-09-01,2023
L000963,675,620-679,77.6,61-80,25.6,21-35,IL,purchase,owner,sfr,342430,6.25,360,2023-12-01,2023
L000964,607,<620,84.9,81-100,36.4,36-43,TX,purchase,owner,townhouse,394364,5.75,360,2023-07-01,2023
L000965,622,620-679,70.9,61-80,37.6,36-43,IL,purchase,owner,condo,236965,7.25,240,2023-05-01,2023
L000966,816,740+,86.7,81-100,37.2,36-43,CA,purchase,owner,sfr,205154,3.75,360,2023-12-01,2023
L000967,696,680-739,69.8,61-80,37.9,36-43,NY,refinance,owner,townhouse,623342,5.5,360,2023-10-01,2023
L000968,775,740+,64.6,61-80,31.3,21-35,FL,purchase,owner,sfr,422856,5.0,180,2023-04-01,2023
L000969,598,<620,95.3,81-100,38.6,36-43,IL,refinance,owner,sfr,538417,6.25,360,2023-08-01,2023
L000970,592,<620,81.0,81-100,38.8,36-43,FL,purchase,owner,sfr,174145,5.75,360,2023-10-01,2023
L000971,809,740+,73.3,61-80,24.9,21-35,IL,refinance,owner,sfr,177653,5.5,360,2023-03-01,2023
L000972,810,740+,44.8,<=60,21.7,21-35,NY,refinance,owner,sfr,171800,5.25,180,2023-01-01,2023
L000973,583,<620,51.0,<=60,35.1,36-43,WA,refinance,owner,sfr,450311,6.75,180,2023-07-01,2023
L000974,638,620-679,46.8,<=60,29.3,21-35,GA,refinance,owner,sfr,361741,6.5,360,2023-09-01,2023
L000975,699,680-739,71.0,61-80,20.0,21-35,FL,purchase,owner,townhouse,163491,6.25,240,2023-04-01,2023
L000976,734,680-739,71.2,61-80,40.0,36-43,IL,purchase,owner,sfr,302713,5.25,240,2023-08-01,2023
L000977,781,740+,77.8,61-80,36.8,36-43,FL,purchase,owner,sfr,342959,3.0,360,2023-02-01,2023
L000978,582,<620,87.1,81-100,45.6,44-50,NY,refinance,owner,sfr,488912,7.25,360,2023-05-01,2023
L000979,611,<620,48.8,<=60,32.5,21-35,TX,cash_out,owner,townhouse,199820,4.5,240,2023-10-01,2023
L000980,585,<620,51.5,<=60,33.7,21-35,IL,purchase,second_home,condo,256359,7.5,240,2023-01-01,2023
L000981,723,680-739,58.0,<=60,20.0,21-35,CA,refinance,owner,sfr,333387,6.0,360,2023-08-01,2023
L000982,709,680-739,78.5,61-80,45.7,44-50,IL,purchase,investor,sfr,207883,4.75,360,2023-05-01,2023
L000983,707,680-739,75.9,61-80,38.5,36-43,GA,cash_out,owner,sfr,111512,5.0,240,2023-05-01,2023
L000984,628,620-679,56.1,<=60,41.0,36-43,NY,refinance,owner,townhouse,313911,6.0,240,2023-03-01,2023
L000985,761,740+,61.1,61-80,30.7,21-35,FL,purchase,investor,sfr,140299,6.5,360,2023-08-01,2023
L000986,799,740+,77.3,61-80,32.4,21-35,NY,refinance,owner,sfr,425804,6.25,240,2023-09-01,2023
L000987,747,740+,72.6,61-80,35.9,36-43,NY,cash_out,owner,sfr,418022,7.75,240,2023-03-01,2023
L000988,816,740+,86.8,81-100,26.1,21-35,CA,purchase,owner,sfr,526885,6.0,180,2023-09-01,2023
L000989,778,740+,59.5,<=60,26.0,21-35,IL,refinance,second_home,sfr,320590,4.25,360,2023-07-01,2023
L000990,600,<620,69.6,61-80,50.9,44-50,FL,refinance,owner,townhouse,554917,5.75,240,2023-10-01,2023
L000991,770,740+,56.8,<=60,36.0,36-43,FL,refinance,investor,sfr,390862,7.75,240,2023-05-01,2023
L000992,728,680-739,88.8,81-100,26.7,21-35,IL,refinance,owner,sfr,527461,7.5,360,2023-11-01,2023
L000993,719,680-739,86.9,81-100,20.1,21-35,NY,purchase,owner,sfr,608593,6.0,180,2023-02-01,2023
L000994,628,620-679,78.9,61-80,22.3,21-35,IL,cash_out,owner,sfr,573917,8.5,240,2023-03-01,2023
L000995,663,620-679,86.2,81-100,35.9,36-43,NY,purchase,owner,sfr,237774,4.75,240,2023-11-01,2023
L000996,665,620-679,92.2,81-100,24.3,21-35,WA,purchase,owner,sfr,353436,8.5,360,2023-12-01,2023
L000997,605,<620,93.4,81-100,23.1,21-35,TX,refinance,owner,condo,123202,7.25,180,2023-12-01,2023
L000998,660,620-679,97.1,81-100,31.0,21-35,GA,purchase,owner,sfr,309774,6.75,360,2023-11-01,2023
L000999,619,<620,61.1,61-80,36.1,36-43,TX,cash_out,owner,sfr,301442,6.25,240,2023-05-01,2023
L001000,689,680-739,59.9,<=60,44.4,44-50,GA,purchase,owner,condo,310477,4.25,360,2023-09-01,2023
L001001,789,740+,91.0,81-100,25.5,21-35,GA,purchase,owner,sfr,268165,5.75,360,2023-04-01,2023
L001002,758,740+,65.5,61-80,26.6,21-35,CA,refinance,owner,sfr,229160,8.0,240,2023-11-01,2023
L001003,643,620-679,45.5,<=60,36.2,36-43,NY,refinance,second_home,sfr,321796,6.0,360,2023-02-01,2023
L001004,719,680-739,65.1,61-80,28.5,21-35,NY,purchase,owner,sfr,272399,5.0,360,2023-03-01,2023
L001005,794,740+,87.2,81-100,40.4,36-43,FL,purchase,owner,sfr,115275,4.75,360,2023-06-01,2023
L001006,807,740+,65.0,61-80,28.6,21-35,TX,purchase,investor,townhouse,186407,5.25,360,2023-11-01,2023
L001007,653,620-679,83.3,81-100,20.9,21-35,CA,purchase,owner,sfr,505378,5.25,360,2023-09-01,2023
L001008,653,620-679,76.5,61-80,26.4,21-35,TX,cash_out,owner,sfr,226400,7.0,360,2023-02-01,2023
L001009,593,<620,51.8,<=60,18.9,<=20,CA,cash_out,owner,sfr,168678,6.0,360,2023-04-01,2023
L001010,763,740+,78.7,61-80,28.1,21-35,GA,refinance,second_home,sfr,509821,7.0,360,2023-06-01,2023
L001011,649,620-679,72.1,61-80,37.2,36-43,FL,cash_out,owner,sfr,258453,4.75,360,2023-12-01,2023
L001012,665,620-679,63.8,61-80,33.3,21-35,NY,purchase,owner,townhouse,416999,7.25,360,2023-01-01,2023
L001013,672,620-679,50.6,<=60,31.8,21-35,IL,refinance,investor,sfr,138751,5.25,360,2023-08-01,2023
L001014,603,<620,95.9,81-100,21.3,21-35,IL,purchase,second_home,sfr,104299,7.0,240,2023-06-01,2023
L001015,604,<620,58.3,<=60,26.0,21-35,CA,purchase,second_home,sfr,432493,7.0,240,2023-12-01,2023
L001016,719,680-739,41.5,<=60,29.3,21-35,WA,purchase,owner,sfr,437842,5.75,360,2023-02-01,2023
L001017,683,680-739,84.4,81-100,35.0,36-43,IL,purchase,owner,sfr,529009,5.75,180,2023-12-01,2023
L001018,658,620-679,65.3,61-80,55.0,44-50,IL,purchase,investor,sfr,641026,7.75,240,2023-09-01,2023
L001019,771,740+,89.7,81-100,26.6,21-35,CA,cash_out,owner,sfr,449192,4.5,180,2023-08-01,2023
L001020,631,620-679,70.4,61-80,41.3,36-43,GA,purchase,owner,condo,564548,8.0,180,2023-06-01,2023
L001021,679,620-679,71.7,61-80,22.4,21-35,IL,cash_out,owner,condo,188365,3.5,360,2023-03-01,2023
L001022,655,620-679,80.7,81-100,23.5,21-35,IL,cash_out,owner,sfr,599677,6.75,360,2023-06-01,2023
L001023,698,680-739,73.7,61-80,15.0,<=20,FL,refinance,owner,sfr,123545,4.25,360,2023-08-01,2023
L001024,611,<620,73.6,61-80,25.7,21-35,IL,refinance,owner,sfr,323291,6.75,240,2023-09-01,2023
L001025,819,740+,88.2,81-100,42.2,36-43,CA,refinance,investor,townhouse,160311,3.25,360,2023-05-01,2023
L001026,650,620-679,58.4,<=60,32.5,21-35,TX,purchase,owner,sfr,625683,5.0,180,2023-03-01,2023
L001027,631,620-679,80.3,81-100,43.7,44-50,GA,purchase,owner,sfr,127318,5.25,360,2023-07-01,2023
L001028,747,740+,76.3,61-80,28.2,21-35,NY,purchase,owner,sfr,404177,5.0,360,2023-10-01,2023
L001029,710,680-739,47.9,<=60,42.3,36-43,FL,purchase,owner,condo,176405,3.5,360,2023-05-01,2023
L001030,758,740+,88.6,81-100,27.7,21-35,GA,refinance,owner,sfr,180328,5.75,360,2023-01-01,2023
L001031,817,740+,83.5,81-100,40.7,36-43,WA,purchase,owner,sfr,540880,4.5,360,2023-01-01,2023
L001032,747,740+,95.0,81-100,47.4,44-50,IL,refinance,second_home,sfr,110246,5.0,360,2023-02-01,2023
L001033,698,680-739,65.5,61-80,30.7,21-35,CA,refinance,second_home,sfr,336702,6.25,360,2023-05-01,2023
L001034,657,620-679,55.5,<=60,20.6,21-35,IL,purchase,owner,condo,267396,5.0,360,2023-07-01,2023
L001035,721,680-739,115.0,100+,49.3,44-50,GA,refinance,owner,sfr,123115,6.0,360,2023-01-01,2023
L001036,798,740+,56.8,<=60,24.9,21-35,IL,refinance,owner,sfr,272435,5.5,240,2023-04-01,2023
L001037,711,680-739,60.1,61-80,27.6,21-35,WA,refinance,owner,condo,142541,7.25,240,2023-12-01,2023
L001038,712,680-739,80.3,81-100,29.9,21-35,IL,cash_out,owner,sfr,554147,7.0,240,2023-06-01,2023
L001039,607,<620,65.5,61-80,40.9,36-43,NY,purchase,investor,condo,383866,6.5,240,2023-04-01,2023
L001040,685,680-739,78.2,61-80,38.9,36-43,FL,refinance,owner,condo,81014,6.5,360,2023-04-01,2023
L001041,751,740+,52.1,<=60,38.6,36-43,IL,purchase,owner,sfr,636847,6.0,180,2023-01-01,2023
L001042,777,740+,46.5,<=60,30.3,21-35,CA,purchase,owner,sfr,591013,5.5,360,2023-05-01,2023
L001043,798,740+,63.8,61-80,31.0,21-35,IL,refinance,owner,sfr,574121,2.75,240,2023-06-01,2023
L001044,735,680-739,82.1,81-100,40.1,36-43,NY,purchase,owner,sfr,639610,4.5,240,2023-01-01,2023
L001045,802,740+,71.5,61-80,47.7,44-50,TX,purchase,owner,sfr,143763,5.5,240,2023-09-01,2023
L001046,594,<620,89.9,81-100,21.5,21-35,FL,refinance,owner,sfr,419731,6.0,360,2023-01-01,2023
L001047,720,680-739,68.1,61-80,44.0,44-50,GA,cash_out,owner,sfr,455305,5.0,360,2023-12-01,2023
L001048,641,620-679,74.8,61-80,41.5,36-43,IL,refinance,owner,condo,428292,5.5,360,2023-05-01,2023
L001049,664,620-679,58.4,<=60,38.7,36-43,GA,cash_out,owner,condo,549713,5.25,360,2023-05-01,2023
L001050,807,740+,50.1,<=60,26.5,21-35,WA,refinance,owner,sfr,149436,5.25,360,2023-03-01,2023
L001051,742,740+,53.8,<=60,33.7,21-35,WA,purchase,owner,condo,515254,7.25,360,2023-05-01,2023
L001052,686,680-739,60.1,61-80,36.4,36-43,FL,purchase,owner,sfr,400619,6.75,360,2023-03-01,2023
L001053,806,740+,101.4,100+,27.1,21-35,IL,purchase,owner,sfr,232964,6.5,360,2023-02-01,2023
L001054,675,620-679,52.7,<=60,43.5,44-50,FL,purchase,owner,sfr,378422,4.75,360,2023-01-01,2023
L001055,814,740+,58.8,<=60,28.7,21-35,CA,purchase,owner,condo,649103,7.25,240,2023-12-01,2023
L001056,650,620-679,92.5,81-100,46.8,44-50,GA,cash_out,owner,sfr,347839,7.25,360,2023-02-01,2023
L001057,647,620-679,62.0,61-80,19.5,<=20,CA,purchase,investor,sfr,236374,5.0,360,2023-01-01,2023
L001058,734,680-739,80.8,81-100,20.6,21-35,NY,purchase,owner,condo,207967,5.25,240,2023-09-01,2023
L001059,804,740+,37.9,<=60,15.9,<=20,FL,cash_out,owner,sfr,629114,6.25,360,2023-01-01,2023
L001060,598,<620,57.4,<=60,39.4,36-43,GA,cash_out,owner,townhouse,424491,6.25,360,2023-10-01,2023
L001061,755,740+,79.7,61-80,24.8,21-35,IL,purchase,owner,sfr,305637,4.5,240,2023-01-01,2023
L001062,679,620-679,46.5,<=60,25.6,21-35,WA,refinance,owner,condo,395556,4.75,240,2023-10-01,2023
L001063,789,740+,74.7,61-80,41.2,36-43,TX,cash_out,owner,sfr,305324,5.0,360,2023-09-01,2023
L001064,767,740+,72.5,61-80,48.6,44-50,TX,purchase,owner,sfr,175778,6.75,360,2023-11-01,2023
L001065,620,620-679,63.5,61-80,26.2,21-35,IL,purchase,owner,condo,496489,6.5,240,2023-04-01,2023
L001066,741,740+,67.9,61-80,45.2,44-50,TX,refinance,owner,townhouse,324041,5.25,360,2023-10-01,2023
L001067,814,740+,82.5,81-100,37.8,36-43,NY,refinance,owner,sfr,460467,6.5,360,2023-11-01,2023
L001068,615,<620,71.2,61-80,32.8,21-35,IL,cash_out,owner,sfr,434322,6.5,240,2023-10-01,2023
L001069,760,740+,86.7,81-100,22.1,21-35,IL,purchase,owner,condo,583410,5.75,360,2023-10-01,2023
L001070,606,<620,83.6,81-100,20.2,21-35,FL,purchase,investor,sfr,274226,6.25,360,2023-10-01,2023
L001071,619,<620,95.0,81-100,33.5,21-35,IL,cash_out,owner,sfr,608437,4.5,240,2023-10-01,2023
L001072,642,620-679,65.6,61-80,34.1,21-35,TX,purchase,owner,sfr,259349,7.0,180,2023-05-01,2023
L001073,709,680-739,74.5,61-80,26.7,21-35,GA,refinance,owner,sfr,249585,5.0,360,2023-02-01,2023
L001074,768,740+,56.1,<=60,24.0,21-35,NY,cash_out,owner,sfr,241247,7.0,240,2023-04-01,2023
L001075,606,<620,81.2,81-100,21.0,21-35,WA,refinance,owner,sfr,228602,5.25,360,2023-09-01,2023
L001076,589,<620,61.3,61-80,36.1,36-43,NY,refinance,owner,sfr,602310,5.25,180,2023-05-01,2023
L001077,753,740+,81.2,81-100,39.0,36-43,CA,purchase,owner,sfr,555513,6.75,240,2023-12-01,2023
L001078,657,620-679,67.8,61-80,39.4,36-43,FL,purchase,owner,sfr,525512,7.0,240,2023-10-01,2023
L001079,722,680-739,69.4,61-80,38.4,36-43,WA,purchase,owner,sfr,188149,5.25,240,2023-11-01,2023
L001080,681,680-739,75.4,61-80,28.0,21-35,IL,refinance,owner,sfr,295414,5.25,360,2023-05-01,2023
L001081,718,680-739,60.8,61-80,47.3,44-50,WA,purchase,owner,condo,251009,5.0,360,2023-03-01,2023
L001082,659,620-679,61.9,61-80,23.8,21-35,CA,purchase,owner,townhouse,220915,7.0,360,2023-12-01,2023
L001083,783,740+,62.6,61-80,38.0,36-43,TX,refinance,owner,condo,538217,5.75,360,2023-01-01,2023
L001084,607,<620,63.8,61-80,29.3,21-35,FL,cash_out,owner,sfr,305141,8.25,360,2023-10-01,2023
L001085,764,740+,81.2,81-100,22.8,21-35,CA,refinance,owner,sfr,581228,5.25,360,2023-07-01,2023
L001086,682,680-739,66.1,61-80,27.1,21-35,CA,refinance,owner,sfr,348641,5.75,360,2023-08-01,2023
L001087,602,<620,63.3,61-80,37.8,36-43,TX,refinance,owner,condo,204904,5.75,360,2023-03-01,2023
L001088,796,740+,84.1,81-100,42.7,36-43,GA,purchase,owner,sfr,279370,4.5,240,2023-01-01,2023
L001089,762,740+,82.2,81-100,35.8,36-43,FL,refinance,owner,sfr,537556,5.75,360,2023-01-01,2023
L001090,616,<620,69.5,61-80,8.0,<=20,CA,purchase,owner,townhouse,136513,5.5,360,2023-06-01,2023
L001091,709,680-739,108.7,100+,39.5,36-43,IL,purchase,owner,condo,395756,4.5,180,2023-03-01,2023
L001092,617,<620,56.1,<=60,13.8,<=20,FL,cash_out,owner,condo,277097,7.0,180,2023-08-01,2023
L001093,625,620-679,95.9,81-100,50.3,44-50,NY,purchase,owner,sfr,551264,6.25,240,2023-05-01,2023
L001094,651,620-679,75.7,61-80,34.9,21-35,NY,purchase,owner,sfr,542589,6.0,240,2023-01-01,2023
L001095,663,620-679,86.8,81-100,34.3,21-35,TX,purchase,owner,condo,171973,5.5,360,2023-09-01,2023
L001096,816,740+,67.3,61-80,42.0,36-43,GA,purchase,owner,sfr,624321,4.0,240,2023-12-01,2023
L001097,702,680-739,89.3,81-100,30.4,21-35,CA,cash_out,owner,sfr,139738,5.5,240,2023-02-01,2023
L001098,680,680-739,57.0,<=60,30.6,21-35,FL,cash_out,owner,sfr,337284,5.75,240,2023-09-01,2023
L001099,786,740+,83.7,81-100,29.5,21-35,CA,refinance,owner,sfr,557993,6.5,360,2023-03-01,2023
L001100,589,<620,75.7,61-80,34.1,21-35,NY,purchase,owner,condo,384838,7.75,360,2023-12-01,2023
L001101,791,740+,85.3,81-100,33.7,21-35,IL,cash_out,owner,condo,328612,4.25,240,2023-03-01,2023
L001102,588,<620,64.5,61-80,35.0,21-35,CA,refinance,owner,sfr,306140,6.0,360,2023-02-01,2023
L001103,604,<620,78.1,61-80,8.0,<=20,NY,purchase,owner,sfr,163790,7.0,360,2023-10-01,2023
L001104,587,<620,60.0,61-80,32.1,21-35,IL,refinance,owner,sfr,323664,6.75,360,2023-01-01,2023
L001105,686,680-739,66.4,61-80,18.5,<=20,TX,purchase,owner,sfr,522443,7.5,360,2023-03-01,2023
L001106,814,740+,68.1,61-80,55.0,44-50,CA,purchase,owner,sfr,101415,3.75,360,2023-03-01,2023
L001107,782,740+,62.7,61-80,40.1,36-43,NY,purchase,owner,sfr,587993,5.75,360,2023-02-01,2023
L001108,597,<620,64.4,61-80,41.3,36-43,GA,refinance,investor,sfr,636707,5.25,360,2023-04-01,2023
L001109,724,680-739,53.5,<=60,37.2,36-43,TX,refinance,owner,sfr,518436,6.5,360,2023-11-01,2023
L001110,805,740+,69.9,61-80,39.0,36-43,WA,cash_out,owner,condo,557247,5.5,360,2023-11-01,2023
L001111,785,740+,93.5,81-100,24.8,21-35,IL,purchase,owner,sfr,127487,6.25,360,2023-09-01,2023
L001112,647,620-679,114.3,100+,40.0,36-43,TX,purchase,owner,sfr,564461,6.5,360,2023-07-01,2023
L001113,723,680-739,59.3,<=60,40.7,36-43,FL,cash_out,owner,sfr,400237,6.5,360,2023-02-01,2023
L001114,664,620-679,60.4,61-80,34.6,21-35,FL,refinance,owner,sfr,602774,6.5,180,2023-01-01,2023
L001115,633,620-679,76.8,61-80,39.9,36-43,NY,refinance,owner,sfr,482970,6.5,180,2023-04-01,2023
L001116,791,740+,79.3,61-80,42.5,36-43,WA,purchase,owner,sfr,89628,6.75,360,2023-07-01,2023
L001117,700,680-739,52.5,<=60,33.1,21-35,FL,refinance,owner,sfr,148665,7.5,360,2023-12-01,2023
L001118,694,680-739,37.3,<=60,22.9,21-35,FL,refinance,owner,sfr,281996,7.75,240,2023-01-01,2023
L001119,703,680-739,75.7,61-80,40.4,36-43,GA,refinance,owner,sfr,622820,6.75,360,2023-03-01,2023
L001120,630,620-679,91.8,81-100,46.8,44-50,CA,purchase,owner,condo,373991,6.25,360,2023-09-01,2023
L001121,794,740+,93.1,81-100,22.2,21-35,WA,refinance,owner,sfr,204484,4.25,360,2023-10-01,2023
L001122,723,680-739,71.7,61-80,43.5,44-50,GA,refinance,owner,townhouse,218378,5.5,180,2023-01-01,2023
L001123,665,620-679,92.7,81-100,35.3,36-43,FL,refinance,owner,townhouse,457942,5.0,240,2023-06-01,2023
L001124,723,680-739,69.3,61-80,38.6,36-43,CA,cash_out,owner,sfr,371523,5.0,360,2023-11-01,2023
L001125,636,620-679,50.9,<=60,40.6,36-43,GA,purchase,owner,sfr,281960,6.75,360,2023-10-01,2023
L001126,696,680-739,69.9,61-80,23.4,21-35,CA,refinance,owner,townhouse,378234,6.0,180,2023-12-01,2023
L001127,759,740+,87.4,81-100,35.6,36-43,FL,refinance,owner,sfr,627949,5.75,240,2023-04-01,2023
L001128,778,740+,73.8,61-80,42.2,36-43,IL,refinance,owner,condo,501602,5.75,240,2023-11-01,2023
L001129,680,680-739,63.4,61-80,45.9,44-50,TX,purchase,owner,sfr,369299,7.75,360,2023-05-01,2023
L001130,751,740+,72.7,61-80,40.9,36-43,CA,refinance,owner,sfr,598256,5.25,360,2023-02-01,2023
L001131,696,680-739,76.9,61-80,24.6,21-35,CA,purchase,owner,condo,546162,4.25,360,2023-02-01,2023
L001132,598,<620,73.9,61-80,34.9,21-35,TX,refinance,owner,sfr,574074,7.25,360,2023-09-01,2023
L001133,814,740+,76.4,61-80,30.8,21-35,IL,purchase,investor,sfr,93084,5.75,360,2023-09-01,2023
L001134,788,740+,77.5,61-80,33.6,21-35,NY,cash_out,owner,sfr,483787,6.0,240,2023-08-01,2023
L001135,741,740+,87.9,81-100,43.0,44-50,WA,purchase,investor,sfr,412027,8.5,360,2023-12-01,2023
L001136,592,<620,73.9,61-80,20.4,21-35,CA,cash_out,owner,condo,246167,5.25,360,2023-01-01,2023
L001137,741,740+,69.6,61-80,37.7,36-43,FL,refinance,owner,sfr,258435,4.75,240,2023-05-01,2023
L001138,637,620-679,77.3,61-80,37.0,36-43,GA,refinance,owner,sfr,98058,6.75,360,2023-03-01,2023
L001139,804,740+,80.8,81-100,24.3,21-35,NY,refinance,owner,townhouse,440320,5.75,240,2023-05-01,2023
L001140,601,<620,45.8,<=60,43.2,44-50,GA,refinance,owner,sfr,300256,7.5,360,2023-11-01,2023
L001141,751,740+,89.1,81-100,27.7,21-35,NY,refinance,owner,condo,302820,7.5,240,2023-09-01,2023
